task_id,policy,step,n_messages,shared_blocks,curr_blocks,uncached_blocks,is_compaction
ac_agentic_coding_8k-00111,recorded,9,19,0,1,1,0
ac_agentic_coding_8k-00111,recorded,10,21,0,1,1,0
ac_agentic_coding_8k-00111,recorded,11,23,0,1,1,0
ac_agentic_coding_8k-00111,recorded,12,25,0,1,1,0
ac_agentic_coding_8k-00111,recorded,13,27,0,1,1,0
ac_agentic_coding_8k-00111,recorded,14,29,0,1,1,0
ac_agentic_coding_8k-00111,recorded,15,31,0,1,1,0
ac_agentic_coding_8k-00111,recorded,16,33,0,1,1,0
ac_agentic_coding_8k-00111,recorded,17,35,0,1,1,0
ac_agentic_coding_8k-00111,recorded,18,37,0,1,1,0
ac_agentic_coding_8k-00111,recorded,19,39,0,1,1,0
ac_agentic_coding_8k-00111,recorded,20,41,0,2,2,0
ac_agentic_coding_8k-00111,recorded,21,43,1,2,1,0
ac_agentic_coding_8k-00111,recorded,22,45,1,2,1,0
ac_agentic_coding_8k-00111,recorded,23,47,1,2,1,0
ac_agentic_coding_8k-00111,recorded,24,49,1,2,1,0
ac_agentic_coding_8k-00111,recorded,25,51,1,2,1,0
ac_agentic_coding_8k-00111,recorded,26,53,1,2,1,0
ac_agentic_coding_8k-00111,recorded,27,55,1,2,1,0
ac_agentic_coding_8k-00111,recorded,28,57,1,2,1,0
ac_agentic_coding_8k-00111,recorded,29,59,1,2,1,0
ac_agentic_coding_8k-00111,recorded,30,61,1,2,1,0
ac_agentic_coding_8k-00111,recorded,31,63,1,2,1,0
ac_agentic_coding_8k-00111,recorded,32,65,1,2,1,0
ac_agentic_coding_8k-00111,recorded,33,67,1,2,1,0
ac_agentic_coding_8k-00111,recorded,34,69,1,2,1,0
ac_agentic_coding_8k-00111,recorded,35,71,1,2,1,0
ac_agentic_coding_8k-00111,recorded,36,73,1,2,1,0
ac_agentic_coding_8k-00111,recorded,37,75,1,2,1,0
ac_agentic_coding_8k-00111,recorded,38,77,1,2,1,0
ac_agentic_coding_8k-00111,recorded,39,79,1,2,1,0
ac_agentic_coding_8k-00111,recorded,40,81,1,2,1,0
ac_agentic_coding_8k-00111,recorded,41,83,1,3,2,0
ac_agentic_coding_8k-00111,recorded,42,85,2,3,1,0
ac_agentic_coding_8k-00111,recorded,43,87,2,3,1,0
ac_agentic_coding_8k-00111,recorded,44,89,2,3,1,0
ac_agentic_coding_8k-00111,recorded,45,91,2,3,1,0
ac_agentic_coding_8k-00111,recorded,46,93,2,3,1,0
ac_agentic_coding_8k-00111,recorded,47,95,2,3,1,0
ac_agentic_coding_8k-00111,recorded,48,97,2,3,1,0
ac_agentic_coding_8k-00111,recorded,49,99,2,3,1,0
ac_agentic_coding_8k-00111,recorded,50,101,2,3,1,0
ac_agentic_coding_8k-00111,recorded,51,103,2,3,1,0
ac_agentic_coding_8k-00111,recorded,52,105,2,3,1,0
ac_agentic_coding_8k-00111,recorded,53,107,2,3,1,0
ac_agentic_coding_8k-00111,recorded,54,109,2,3,1,0
ac_agentic_coding_8k-00111,recorded,55,111,2,3,1,0
ac_agentic_coding_8k-00111,recorded,56,113,2,3,1,0
ac_agentic_coding_8k-00111,recorded,57,115,2,3,1,0
ac_agentic_coding_8k-00111,recorded,58,117,2,3,1,0
ac_agentic_coding_8k-00111,recorded,59,119,2,3,1,0
ac_agentic_coding_8k-00111,recorded,60,121,2,3,1,0
ac_agentic_coding_8k-00111,recorded,61,123,2,4,2,0
ac_agentic_coding_8k-00111,recorded,62,125,3,4,1,0
ac_agentic_coding_8k-00111,recorded,63,127,3,4,1,0
ac_agentic_coding_8k-00111,recorded,64,129,3,4,1,0
ac_agentic_coding_8k-00111,recorded,65,131,3,4,1,0
ac_agentic_coding_8k-00111,recorded,66,133,3,4,1,0
ac_agentic_coding_8k-00111,recorded,67,135,3,4,1,0
ac_agentic_coding_8k-00111,recorded,68,137,3,4,1,0
ac_agentic_coding_8k-00111,recorded,69,139,3,4,1,0
ac_agentic_coding_8k-00111,recorded,70,141,3,4,1,0
ac_agentic_coding_8k-00111,recorded,71,143,3,4,1,0
ac_agentic_coding_8k-00111,recorded,72,145,3,4,1,0
