policy,anthropic/claude-sonnet-4-6,anthropic/claude-haiku-4-5,anthropic/claude-opus-4-7,openai/gpt-4.1,openai/gpt-4.1-mini,qwen/qwen3-30b-a3b,hf:Qwen/Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-14B-Instruct-2507,hf:Qwen/Qwen3-14B-Instruct-2507,qwen/qwen3-8b,Qwen/Qwen3-4B-Instruct-2507,vllm:Qwen/Qwen3-4B-Instruct-2507,meta/llama-3.3-70b-together
llm_reorganizer,5.945116,1.981705,29.725580,7.110019,1.422004,0.171921,0.171921,0.171921,0.103153,0.103153,0.085960,0.042980,0.042980,1.281908
none,3.609971,1.203324,18.049856,5.190741,1.038148,0.117873,0.117873,0.117873,0.070724,0.070724,0.058936,0.029468,0.029468,1.015636
prefix_preserving,2.205083,0.735028,11.025414,3.077009,0.615402,0.071036,0.071036,0.071036,0.042621,0.042621,0.035518,0.017759,0.017759,0.603405
smart_evict,1.352250,0.450750,6.761251,1.864530,0.372906,0.043560,0.043560,0.043560,0.026136,0.026136,0.021780,0.010890,0.010890,0.369996
