benchmark,model,policy,n_tasks,n_resolved,n_compactions_total,mean_steps,mean_prompt_tokens,mean_cached_tokens,mean_cliff_blocks,cost_per_resolved__anthropic/claude-sonnet-4-6,cost_per_resolved__anthropic/claude-haiku-4-5,cost_per_resolved__anthropic/claude-opus-4-7,cost_per_resolved__openai/gpt-4.1,cost_per_resolved__openai/gpt-4.1-mini,cost_per_resolved__qwen/qwen3-30b-a3b,cost_per_resolved__hf:Qwen/Qwen3-30B-A3B-Instruct-2507,cost_per_resolved__Qwen/Qwen3-30B-A3B-Instruct-2507,cost_per_resolved__Qwen/Qwen3-14B-Instruct-2507,cost_per_resolved__hf:Qwen/Qwen3-14B-Instruct-2507,cost_per_resolved__qwen/qwen3-8b,cost_per_resolved__Qwen/Qwen3-4B-Instruct-2507,cost_per_resolved__vllm:Qwen/Qwen3-4B-Instruct-2507,cost_per_resolved__meta/llama-3.3-70b-together
swebench_live,anthropic/claude-haiku-4-5,consumption_evict,30,27,89,32.53,928721,527422,31.473,2.438168,0.812723,12.190838,1.248593,0.249719,0.052842,0.052842,0.052842,0.031705,0.031705,0.026421,0.013210,0.013210,0.450970
swebench_live,anthropic/claude-haiku-4-5,none,10,9,0,25.90,791786,606895,0.000,1.157447,0.385816,5.787236,0.796951,0.159390,0.029121,0.029121,0.029121,0.017473,0.017473,0.014561,0.007280,0.007280,0.245505
